num,stock,big,profit,p,share
2605,新興,-0.38,-0.0290 ,25.15,58.6
2606,裕民,0.75,0.0011 ,46.6,68.57
2607,榮運,0.15,0.0056 ,18,72.59
2608,大榮,-0.34,0.0376 ,38.6,87.55
2609,陽明,2.84,0.1937 ,16.95,71.61
2610,華航,3.4,0.1784 ,14.2,79.67
2611,志信,-0.32,0.1944 ,10.75,76.48
2612,中航,-0.11,-0.0195 ,32.65,67.22
2613,中櫃,-0.21,0.0244 ,18.9,61.36
2614,東森,-0.27,-0.0048 ,10.45,49.6
2615,萬海,1.77,0.5578 ,35.05,92.58
2616,山隆,0.12,0.0383 ,24.4,68.41
2617,台航,-1.74,-0.0397 ,20.55,72.23
2618,長榮航,3.18,0.1467 ,21.1,83.17
2636,台驊國際,3.13,0.5183 ,41.45,60.64
2637,KY慧洋,-0.97,0.0700 ,37.45,76.23
2637,F慧洋,-0.97,0.0700 ,37.45,76.23
2702,華園,-0.24,0.0031 ,16.25,72.15
2704,國賓,1.05,0.0036 ,27.7,80.29
2705,六福,-0.64,0.0459 ,11.4,50.71
2707,晶華,-0.55,0.0478 ,328.5,77.95
2723,KY美食,-0.66,-0.0556 ,161.5,91.57
2723,F美食,-0.66,-0.0556 ,161.5,91.57
2727,王品,-0.91,-0.0819 ,274.5,58.17
2731,雄獅,-0.08,0.0000 ,94.5,74.4
2903,遠百,-0.51,-0.0219 ,26.8,77.19
2904,匯僑,0.29,0.0491 ,27.8,52.34
2905,三商行,0.26,0.2260 ,21.7,80.81
2906,高林,0.94,0.0580 ,14.6,66.85
2908,特力,0.46,0.0049 ,20.4,82.66
2910,統領,0.12,0.0354 ,36.6,98.1
2911,麗嬰房,-0.4,-0.0265 ,16.5,51.9
2912,統一超,-0.26,0.0973 ,248,91.2
2913,農林,-1.93,0.0642 ,17.4,50.93
2915,潤泰全,0.57,0.0490 ,66.4,83.12
2916,滿心企業,0.43,0.0141 ,18,70.98
2923,F鼎固,0.06,0.1037 ,26.6,99.47
3002,歐格,0.69,0.1269 ,15.1,67.69
3003,健和興,-1.18,0.1461 ,40,66.85
3004,豐達科,-2.56,-0.0756 ,50.1,65
3005,神基,4.82,0.2283 ,19.1,63.83
3006,晶豪科,-4.38,0.0971 ,50.3,40.86
3008,大立光,-0.75,0.2191 ,2615,58.91
3010,華立,-0.37,0.0380 ,54.7,65.46
3011,今皓,-0.27,0.1555 ,11,37.07
3013,晟銘電,-0.04,0.2023 ,26.45,67.94
3014,聯陽,-2.9,0.2636 ,40.75,34.46
3015,全漢,0.05,0.0627 ,27.1,61.53
3016,嘉晶,0.42,-0.0175 ,16.85,46.51
3017,奇鋐,-3.63,0.1845 ,24.4,52.54
3018,同開,0.52,-0.0172 ,20.05,47.43
3019,亞光,-0.93,0.1692 ,45.6,46.8
3021,衛展,-0.14,0.0806 ,13.4,69.97
3022,威達電,0.78,0.1253 ,53,55.18
3023,信邦,0.43,0.1731 ,48.45,44.75
3024,憶聲,-0.43,0.1317 ,6.36,48.56
3025,星通,0.98,0.1317 ,11.6,38.86
3026,禾伸堂,0.06,0.0962 ,45,53.82
3027,盛達,-2.03,-0.2138 ,17.1,48.63
3028,增你強,0.47,0.0471 ,17.8,37.75
3029,零壹,0.35,0.1507 ,16.8,43.57
3030,德律,0.27,0.1174 ,53.3,64.52
3031,佰鴻,0.88,0.1781 ,14.55,55.87
3032,偉訓,0.6,0.1020 ,24.3,60.81
3033,威健,-0.36,0.0386 ,24.2,41.81
3034,聯詠,-0.73,0.0517 ,173,79.22
3035,智原,8.34,0.3049 ,41.3,46.6
3036,文曄,1.01,0.0095 ,47.95,69.81
3037,欣興,-3.5,-0.0469 ,21.35,68.68
3038,全台,0.34,-0.0160 ,7.97,30.53
3040,遠見,-1.97,0.4634 ,45.95,65.82
3041,揚智,1.81,0.1288 ,28.05,33.12
3042,晶技,-2.65,0.0606 ,38.5,53.37
3043,科風,-1.12,-0.0909 ,4.6,23.15
3044,健鼎,0.84,0.1370 ,66.4,82.5
3045,台灣大,0.57,0.1163 ,108.5,94.58
3046,建,-3.45,0.7647 ,13.2,53.78
3047,訊舟,-1.15,0.0424 ,12.3,28.6
3048,益登,-0.65,-0.0331 ,27.75,49.67
3049,和鑫,0.19,0.2093 ,7.8,47.86
3050,鈺德,4.45,0.1475 ,7,54.73
3051,力特,0.19,1.6733 ,13.5,49.28
3052,夆典,0.29,0.0762 ,12,59.53
3054,萬國,3.43,0.4203 ,19.6,41.81
3055,蔚華科,0.13,-0.0391 ,20.9,50.47
3056,駿億,-0.01,0.0294 ,19.25,60.7
3057,喬鼎,-4.76,0.0059 ,33.95,44.06
3058,立德,0.82,0.0519 ,12.15,38.53
3059,華晶科,-0.99,0.0819 ,37,51.64
3060,銘異,2.14,0.1227 ,151,25
3061,璨圓,0.44,8.9670 ,151,57.6
3062,建漢,-0.02,-0.0166 ,23.65,47.25
3064,泰偉電子,-1.19,-0.0319 ,30.3,58.13
3066,李洲科技,-25.96,1.0023 ,8.57,74.04
3067,全域,0,0.2212 ,20.15,83.26
3068,美磊科技,1.52,0.1077 ,36,61.35
3071,協禧電機,-0.15,0.1886 ,8.76,67.34
3073,普格,-0.87,-0.1172 ,12.05,69.85
3078,僑威科技,2.57,0.2202 ,20.5,60.98
3083,中華網龍,-0.24,0.4313 ,59.9,58.62
3085,久大資訊,1.1,0.2786 ,9.04,44.49
3086,華義國際,1.63,0.4879 ,15.4,26.59
3088,艾訊,1.73,0.0466 ,74.1,62.68
3089,展成科技,0.57,-0.0200 ,39.3,23.59
3090,日電貿,0.54,0.1363 ,27.1,38.11
3092,鴻碩精密,0.7,0.5208 ,25.55,52.25
3093,台灣港建,-0.01,0.0263 ,39,72.62
3094,聯傑,-1.07,0.0929 ,35.3,16.63
3095,及成,4.83,2.1200 ,15.6,50.54
3114,好德科技,-2.87,0.0062 ,16.3,53.55
3115,寶島極光,-0.81,-0.0669 ,13.95,73.94
3126,信億科技,-0.11,0.0638 ,15,34.08
3128,昇銳電子,-0.71,0.1698 ,12.4,26.45
3130,一零四,1.23,0.3684 ,169,76.63
3131,弘塑科技,2.53,0.1439 ,151,39.78
3144,新揚科,-0.1,-0.0291 ,26.7,72.56
3149,正達,0.32,0.1104 ,27.15,53.31
3162,精確,-0.08,-0.0719 ,8,47.9
3164,景岳,-0.37,-0.1342 ,34.2,49.93
3167,大量科,-0.01,0.1059 ,38.65,55.23
3171,天馳科技,0.22,-0.0986 ,16.45,82.27
3188,安茂,0.39,-0.1223 ,12.2,54.04
3189,景碩,-4.2,-0.0455 ,105,79.15
3191,和進電子,3.46,0.4114 ,22.3,37.72
3202,樺晟電子,-1.56,0.1081 ,10.25,43.61
3205,佰研生化,3.31,0.0931 ,31.7,56.49
3206,志豐電子,-1.79,0.1900 ,27.25,49.18
3207,耀勝電子,0,0.0093 ,16.3,33.66
3209,全科,-2.56,0.1393 ,31.9,40.95
3211,順達科技,-3.01,0.0606 ,78.7,38.21
3217,優群科技,0.65,0.0759 ,17,54.36
3218,大學光學,-2.73,-0.0244 ,30,54.12
3219,倚強科技,0.85,0.4844 ,19,55.98
3221,台灣嘉碩,0.01,0.2488 ,25.1,44.9
3224,三顧,-3.76,0.0112 ,27.2,21.58
3226,至寶電腦,-0.04,0.0724 ,56.3,80.84
3227,原相科技,5.59,0.6055 ,105,40.16
3229,晟鈦,22.6,-0.0646 ,30.4,57.04
3230,錦明實業,-0.63,0.1071 ,8.79,66.34
3231,緯創,-2.78,0.0000 ,29,71.92
3232,昱捷,-1.7,-0.1308 ,57.8,54.52
3236,千如電機,-2.59,0.2939 ,19.15,32.05
3257,虹冠電,1.91,-0.0766 ,79.6,43.99
3259,鑫創科技,-2.01,0.0803 ,32.95,53.73
3260,威剛科技,-5.08,-0.0018 ,55.8,27.67
3264,欣銓科技,-1.93,0.1299 ,27.4,65.75
3268,海德威,0,0.2274 ,30.5,32.79
3284,太普高,0.99,0.0011 ,9.08,43.48
3287,廣寰科,0.78,0.1315 ,9.72,69.21
3288,點晶科技,-0.62,0.0780 ,11.75,49.54
3289,宜特科技,2.02,0.2455 ,83.2,36.07
3290,東浦,1.29,0.1879 ,20.55,35.54
3293,鈊象電子,-1.25,0.0512 ,133.5,44.4
3294,英濟,2.17,-0.0298 ,17.9,77.27
3296,勝德,-0.07,0.0230 ,22.2,71.12
3297,杭特電子,-1.34,0.0368 ,28.2,54.63
3299,帛漢,-3.87,0.1786 ,52.8,35.51
3303,岱稜,-0.8,0.0479 ,17.5,35.61
3305,昇貿,-0.09,0.0125 ,32.35,45.57
3306,鼎天國際,0.5,-0.0075 ,33.2,58.89
3308,聯德,0.21,0.2656 ,10.15,78.39
3310,佳穎精密,-0.51,0.2105 ,16.1,78.32
3311,閎暉,-2.52,0.1089 ,22.4,44.78
3312,弘憶股,0.01,0.1836 ,12.25,57.05
3312,弘毅,0.01,0.1836 ,12.25,57.05
3313,斐成企業,2.12,0.1986 ,10.2,39.39
3315,宣昶,-0.09,0.1404 ,19.5,47.01
3317,尼克森,0.48,0.1471 ,17.55,34.61
3322,建舜電子,0.64,0.0900 ,11.5,55.46
3323,加百裕,5.79,0.3169 ,25.35,30.52
3324,雙鴻科技,4,0.4025 ,22.3,36.01
3325,旭品,4.72,-0.0270 ,23.45,39.74
3332,幸康電子,0,0.0048 ,42.2,84.04
3354,律勝,0,0.0667 ,12,80.94
3356,奇偶,-2,0.0323 ,112,35.89
3360,尚立,-1.37,0.1449 ,24.5,45.92
3362,先進光,-0.94,-0.0311 ,26.45,64.32
3363,上詮,1.43,0.1629 ,33.55,58.57
3372,典範,1.5,-0.0186 ,9.48,54.54
3373,熱映光電,-1.22,-0.0231 ,23.25,54.16
3376,新日興,-1.39,0.1667 ,77.7,65.27
3380,明泰,-1.61,0.2649 ,19.1,67.53
3383,新世紀,-0.69,0.0230 ,15.6,63.92
3388,崇越電通,-0.42,0.0415 ,70.3,49.23
3390,旭軟電子,-3.56,0.0959 ,32,36.88
3402,漢科,0.46,0.1475 ,15.95,32.25
3406,玉晶光,-0.72,0.2704 ,109,52.37
3416,融程電,1.06,0.1905 ,62.5,47.65
3419,譁裕,-0.51,0.0913 ,13.15,45.39
3431,長天科技,-4.02,0.2686 ,15.35,10.95
3432,台端,-1.63,0.1306 ,25.1,64.2
3434,哲固資訊,0.56,0.0327 ,12.65,54.43
3441,聯一光學,2.17,0.0434 ,19.25,32.9
3443,創意,2.34,-0.0113 ,87.7,57.9
3444,利機企業,0.03,-0.0737 ,23.25,49.64
3450,聯鈞,-5.19,0.1674 ,113,36.4
3452,益通光能,-0.48,0.0458 ,16,67.89
3454,晶睿通訊,1.54,-0.0459 ,97.8,46.75
3455,由田新技,2.78,0.0630 ,28.7,33.63
3465,祥業科技,-0.01,-0.0991 ,4.82,56.47
3466,致振企業,2.05,0.1526 ,32.85,68.09
3479,安勤,-0.19,0.1389 ,49.6,54.04
3481,奇美電,3.11,0.0552 ,15.3,77.99
3483,力致科技,1.96,-0.0602 ,18.75,17.16
3484,崧騰,-0.1,0.4536 ,56.4,35.92
3489,筌寶,0.47,0.0086 ,17.55,78.92
3490,單井,-1.3,0.1725 ,149.5,47.64
3491,昇達科技,1.52,0.0148 ,68.7,34.78
3494,誠研,-0.83,0.0233 ,15.4,54.07
3498,陽程,-2.7,0.0940 ,64,41.33
3499,環天科技,-0.79,-0.0776 ,10.7,60.01
3501,維熹,-0.73,0.0695 ,48.45,56.4
3504,揚明光,1.65,0.2205 ,62,65.24
3508,位速,-0.03,-0.0900 ,26.3,51.76
3511,矽瑪科技,0.36,0.0612 ,19.95,54.31
3512,能緹,-0.23,-0.0309 ,34.5,70.48
3514,昱晶,-0.66,-0.0370 ,22.1,33.71
3515,華擎,-1.25,-0.0772 ,74.1,77.18
3516,亞帝歐,-0.22,0.0425 ,11.05,58.33
3518,柏騰,0.39,0.1258 ,50.1,55.39
3519,綠能,-0.2,-0.0180 ,19.05,42.4
3520,振維,-1.58,0.2566 ,142,64.01
3521,鴻翊,14.16,0.3033 ,15.9,70.8
3522,宏森,-0.26,0.0709 ,15.1,46.58
3523,迎輝科技,0.34,-0.1686 ,18.25,83.54
3526,凡甲科技,1.48,0.3453 ,37.4,27.41
3527,聚積,0,0.1367 ,69,15.04
3529,力旺電子,3.57,0.0176 ,318.5,54.29
3531,先益電子,-0.06,-0.0795 ,20.25,66.76
3533,嘉澤,-1.28,0.2058 ,146.5,59.92
3535,晶彩科,4.75,0.0688 ,14.75,41.64
3536,誠創,3.68,0.2953 ,6.58,64.79
3537,堡達,2.71,-0.0143 ,24.05,42.15
3540,曜越,1.36,0.0000 ,17.1,41.45
3546,宇峻奧汀,-0.24,0.0867 ,48.9,38.81
3548,兆利科技,1.81,-0.0081 ,36.9,44.5
3550,聯穎,0.01,0.0828 ,17,62.61
3551,世禾科技,-1.35,-0.0036 ,55.3,47.64
3552,同致電子,-1.98,0.2308 ,120,56.27
3553,力積電子,3.7,0.1674 ,27.2,24.03
3556,禾瑞亞,-0.5,0.1718 ,68.2,16.79
3557,嘉威,-1.43,0.2076 ,6.69,21.89
3561,昇陽科,0.86,0.0053 ,19,31.53
3562,頂晶科技,0,-0.3056 ,4.84,76.3
3563,牧德科技,0.07,0.1180 ,55.9,34.94
3570,大塚資訊,3.6,0.3011 ,105,66.04
3573,穎台,-2.69,0.0749 ,25.1,44.06
3576,新日光,1.29,-0.0616 ,26.65,49.57
3577,泓格科技,-0.23,0.1162 ,42.75,55.56
3579,尚志,0.15,0.0080 ,18.9,65.81
3580,友威科,-4.07,-0.3054 ,11.6,47.26
3582,凌耀,0,-0.9159 ,11.6,90.15
3583,辛耘,-0.13,-0.0115 ,60.3,67.64
3584,介面,0.92,0.0721 ,17.85,33.52
3587,閎康科技,0.07,0.0094 ,64.7,44.78
3588,通嘉,-1.92,0.0729 ,41.2,31.07
3591,艾笛森,3.02,0.2661 ,29.5,46.46
3593,力銘,2.91,0.4464 ,20.9,58.03
3596,智易,1.74,0.2054 ,44.9,54.29
3598,奕利,-1.44,-0.0072 ,69.3,35.94
3607,谷崧,-1.01,0.2408 ,67.5,52.98
3609,東林科技,-1.21,0.0303 ,17,56.55
3611,鼎翰科技,0.24,0.0875 ,248.5,61.92
3617,碩天,0.72,0.0632 ,63.9,69.62
3622,洋華,1.34,0.1221 ,21.6,40.39
3625,西勝,0.25,0.4474 ,13.2,49.82
3628,盈正,-1.35,0.1115 ,56.8,61.65
3630,新鉅科,2.52,0.0724 ,37.75,32.72
3631,晟楠,-1.03,0.3392 ,49.55,89.24
3632,研勤科技,2.34,0.2054 ,27,18.42
3638,IML,0,0.1221 ,21.6,93.54
3645,達邁,0.58,0.2836 ,52.5,68.11
3652,精聯電子,-0.01,0.0644 ,23.95,72.93
3653,健策,-0.25,0.0792 ,72.2,63.9
3664,KY安瑞,2.18,0.0913 ,28.7,70.44
3665,F貿聯,3.88,0.1121 ,119,47.93
3669,圓展,-0.11,0.0570 ,20.4,67.66
3673,TPK,1.73,0.2623 ,231,68.34
3679,新至陞,-0.01,0.0807 ,45.55,72.95
3682,亞太電,-0.53,-0.1667 ,15,69.39
3685,政翔,5.91,0.7547 ,27.9,61.92
3687,歐買尬,-1.48,0.2202 ,78.7,35.74
3691,碩禾,-0.62,-0.0744 ,485,65.07
3694,海華,0.66,0.0243 ,14.75,68.32
3698,隆達,5.59,0.1733 ,30.8,76.11
3701,大眾控,38.16,0.0135 ,9,95.12
3702,大聯大,2.29,0.1662 ,40.7,76.62
3705,永信,-0.13,-0.0055 ,54.2,72.42
4103,百略,0.54,0.2368 ,70.5,83.51
4104,佳醫,-1.18,-0.0078 ,50.7,42.16
4105,東洋藥品,3.27,0.1785 ,68,52.09
4106,雃博,-0.84,0.1682 ,55.9,53.58
4107,邦特生技,-0.62,0.0729 ,75.1,49.26
4108,懷特,0.89,-0.0314 ,33.9,29.63
4109,加捷,-1,0.1016 ,24.4,33.74
4111,濟生,-0.58,0.0064 ,31.5,27.64
4114,健喬信元,0.35,0.0821 ,42.2,42.47
4119,旭富,-1.18,0.1273 ,66.4,43.17
4120,友華生技,0.02,-0.0292 ,66.6,63.97
4121,優盛醫學,-0.76,0.0069 ,14.55,43.38
4123,晟德,-1.01,-0.0257 ,87.3,65.06
4126,太平洋醫,0.6,0.1225 ,72.4,55.09
4127,天良,0.16,0.0246 ,22.9,33.56
4128,中天生技,0.43,0.0229 ,26.85,42.93
4129,聯合骨科,-3.29,0.2503 ,53.2,36.57
4137,F麗豐,-0.85,-0.0096 ,154.5,82.26
4138,曜亞國際,0.37,0.1528 ,81.5,52.06
4141,F龍燈,1.45,-0.0095 ,52.1,78.85
4144,F康聯,0.04,0.0362 ,71.5,59.13
4164,承業醫,-0.37,0.0000 ,64.5,59.07
4205,恆義食品,-0.15,0.0026 ,38,71.58
4207,環泰企業,0.49,0.0000 ,12.45,64.92
4303,信立,2.33,0.0524 ,15.05,76.22
4304,勝昱科技,-4.16,0.2673 ,11.9,57.62
4306,炎洲,-0.85,-0.0561 ,15.15,51.85
4401,東隆興業,-0.65,0.2662 ,107.5,77.44
4414,如興,1.95,0.2118 ,17.45,48.23
4415,美嘉生電,73.31,0.0000 ,15,75.66
4417,金洲製網,13,0.5890 ,29,60.91
4426,利勤,-1.12,0.5595 ,57,78.1
4502,源恆工業,0.08,-0.0667 ,5.6,69.95
4506,崇友實業,0.09,0.0691 ,20.1,79.47
4510,高鋒工業,0.33,0.2274 ,21.05,46.74
4513,福裕事業,0.62,0.0245 ,10.45,51.29
4523,永彰機電,-1.28,0.0395 ,22.35,53.04
4526,東台,4.56,0.3461 ,35.2,61.37
4527,方土霖,0.3,0.0090 ,27.95,66.52
4528,江興鍛壓,1.35,0.5586 ,45.2,68.37
4530,宏易精密,0,0.1015 ,5.1,53.99
4532,瑞智,1.25,0.0357 ,31.9,76.84
4533,協易機械,-1.07,-0.0680 ,13.7,46.44
4534,慶騰精密,0.88,0.0814 ,15.95,51.38
4535,至興精機,-0.71,0.0521 ,47.45,81.61
4536,拓凱,1.46,0.0396 ,118,80.05
4609,唐鋒實業,-0.3,0.0599 ,11.5,76.29
4702,中美聯合,-0.01,0.0089 ,16.95,86.43
4703,金美克能,-5,-0.0612 ,61.4,43.5
4706,大恭化學,-0.09,0.0032 ,15.8,65.92
4707,磐亞,-1.02,0.1026 ,10.1,70.82
4711,永純,0,0.0324 ,14.35,64.28
4712,南璋,-4.68,-0.3514 ,12.55,45.91
4714,永捷,-2.74,-0.0586 ,11.25,36.02
4716,大立,0.35,0.0472 ,13.3,37.55
4720,德淵企業,-3.07,-0.0225 ,15.2,55.18
4721,美琪瑪,1.14,-0.1401 ,27,55.32
4722,國精化學,-1.46,0.1200 ,25.2,44.4
4722,國精,-1.46,0.1200 ,25.2,44.4
4729,熒茂光學,2.6,0.2754 ,22,57.99
4733,上緯,2.41,0.4959 ,182.5,62.24
4736,泰博,2.96,0.2647 ,118.5,61.73
4746,台耀,1.46,0.1661 ,68.1,53.11
4755,三福化工,-0.06,0.0365 ,27,79.31
4903,聯光通信,1.51,0.1863 ,12.1,50.51
4904,遠傳,0.68,0.1218 ,74.6,95.73
4905,台聯電訊,0.15,0.1735 ,37.2,65.57
4906,正文,0.65,0.0978 ,24.7,38.03
4907,春雨開發,1.39,-0.0336 ,14.4,91.1
4909,新復興,-1.52,0.0752 ,34.3,40.67
4915,致伸,1.42,0.1909 ,43.35,74.29
4916,事欣科,1.29,0.0033 ,30.1,52.83
4919,新唐,-0.36,0.1000 ,29.15,72.11
4930,燦星網,-0.75,0.6159 ,26.5,66.76
4934,太極,-0.96,0.0843 ,18,52.68
4935,F茂林,0.8,0.1315 ,46.9,74.07
4938,和碩,0.96,0.6150 ,88.5,88.3
4942,嘉彰,-0.22,0.0373 ,30.6,63.09
4952,凌通,0.65,0.1896 ,39.85,67.72
4956,光鋐,-0.71,0.1045 ,22.2,57.45
4958,F臻鼎,2.05,0.2515 ,103.5,89.12
4960,奇美材,-2.5,-0.0467 ,31.65,71.13
4977,F眾達,1.24,0.2282 ,80.2,60.35
4984,F科納,-0.02,0.3541 ,39.2,64.9
4999,鑫禾,-1.23,0.1043 ,61.4,59.65
5007,三星科技,0.08,0.0642 ,77.9,83.48
5009,榮剛材料,1.72,0.0481 ,21.8,46.89
5013,強新工業,1.51,0.0482 ,20.65,63.22
5014,建錩實業,0.6,-0.1328 ,10.45,49.53
5015,華祺工業,0.06,0.0358 ,23.15,52.83
5016,松和工業,0,0.0221 ,27.7,70.63
5102,富強輪胎,-4.19,0.0784 ,16.5,79.06
5202,力新國際,0.95,0.1181 ,21.3,52.68
5203,訊連,0.77,0.0272 ,90.6,55.3
5205,漢康科技,0,0.9259 ,26,42.98
5206,經緯科技,-0.35,-0.0152 ,13,81.2
5209,新鼎系統,-0.12,-0.0220 ,53.3,57.77
5210,寶碩,-1.87,0.0764 ,8.88,61.81
5211,蒙恬科技,-0.08,-0.0235 ,27,51.18
5212,凌網科技,0.54,0.1782 ,20.5,59.67
5213,亞昕,0.83,0.0641 ,18.25,82.77
5215,F科嘉,1.77,0.2282 ,47.9,67.9
5225,F東科,-1.01,0.3820 ,72,71.56
5234,達興,0.08,0.1241 ,44.4,66.55
5243,F乙盛,-1.34,0.0522 ,42.3,77.09
5264,F鎧勝,0.33,-0.0164 ,179.5,88.17
5269,祥碩,-1.26,0.2943 ,171.5,72.82
5280,F敦泰,0.81,-0.4641 ,90.3,37.68
5301,祥裕電子,0,-0.0566 ,60,0
5302,太欣半導,-0.59,0.1716 ,8.33,59.99
5304,鼎創達,0.1,0.5855 ,5.47,64.07
5305,敦南,-0.5,0.1735 ,23,65.72
5306,訊康科技,2.08,0.1938 ,154,66.77
5309,系統電子,2.33,0.0656 ,16.25,29.44
5310,天剛資訊,1.52,0.3057 ,34.6,69.75
5312,寶島科,0.04,-0.0585 ,80.4,69.29
5314,世紀民生,-2,0.1573 ,10.3,39.78
